contig,length
contig_3196,17230
contig_3197,20596
contig_3198,201291
contig_32,31826
contig_320,5877
contig_3201,6723
contig_3202,199171
contig_3203,10946
contig_3204,12611
contig_3205,43920
contig_3206,34889
contig_3207,34301
contig_3209,12698
contig_321,601
contig_3210,6867
contig_3211,2290
contig_3212,20204
contig_3213,23888
contig_3214,30208
contig_3215,133380
contig_3216,8833
contig_3217,134497
contig_3218,27310
contig_3219,55108
contig_322,574
contig_3220,2576
contig_3221,4887
contig_3222,12970
contig_3223,8846
contig_3224,95064
contig_3225,3788
contig_3226,8164
contig_3227,7792
contig_3228,3991
contig_3229,56551
contig_323,678
contig_3230,24372
contig_3231,12042
contig_3232,704
contig_3233,1507
contig_3234,105983
contig_3235,4962
contig_3236,6772
contig_3237,2729
contig_3238,3371
contig_3239,4636
contig_324,1052
contig_3246,2050
contig_3247,659
contig_3249,896
contig_325,46897
contig_3250,2978
contig_3254,64863
contig_3255,18555
contig_3257,32915
contig_3258,6326
contig_326,4755
contig_3260,14929
contig_3261,18002
contig_3262,14855
contig_3263,800
contig_3264,14205
contig_3265,3341
contig_3266,8966
contig_3267,14887
contig_3268,13590
contig_3269,4960
contig_327,4842
contig_3270,4206
contig_3272,947
contig_3273,2330
contig_3274,797
contig_3275,9021
contig_3276,22430
contig_3277,20678
contig_3278,57346
contig_328,3080
contig_3280,2611
contig_3281,1419
contig_3282,2168
contig_3283,2388
contig_3284,3823
contig_3286,1776
contig_3288,2185
contig_3289,2923
contig_329,20139
contig_3290,1957
contig_3291,2303
contig_3293,5325
contig_3294,13442
contig_3295,5136
contig_3296,83363
contig_3297,10636
contig_3298,48647
contig_3299,6632
contig_33,10784
contig_330,4701
contig_3308,492562
contig_3309,11511
contig_3311,996
contig_3312,65252
contig_3313,9
contig_3315,5776
contig_3318,672
contig_3319,1276
contig_332,18366
contig_3321,1005
contig_3325,957
contig_3327,1306
contig_3328,18273
contig_333,3521
contig_3332,538
contig_3333,1187
contig_3336,529
contig_3339,708
contig_334,641
contig_3340,8338
contig_3342,533
contig_3343,536
contig_3345,795
contig_3349,560
contig_335,12908
contig_3351,1006
contig_3354,935
contig_3356,587
contig_336,17421
contig_3363,729
contig_3367,4109
contig_3369,52
contig_337,1900
contig_3370,561
contig_3371,858
contig_3374,4576
contig_3375,4038
contig_3376,6665
contig_3377,12515
contig_3378,6627
contig_3379,8494
contig_3380,5638
contig_3381,5485
contig_3382,1681
contig_3383,15086
contig_3384,11268
contig_3385,6037
contig_3386,5461
contig_3387,26521
contig_3388,5508
contig_3389,5932
contig_3390,6826
contig_3391,22022
contig_3392,11620
contig_3394,21127
contig_3395,19003
contig_3396,7402
contig_3398,17468
contig_3399,11864
contig_34,3192
contig_3400,8162
contig_3401,10820
contig_3402,12782
contig_3403,5706
contig_3404,1724
contig_3405,1116
contig_3406,11734
contig_3407,3246
contig_3409,2848
contig_341,519
contig_3410,1307
contig_3411,21065
contig_3412,7608
contig_3413,3103
contig_3414,5486
contig_3415,3082
contig_3417,8670
contig_3418,38210
contig_3419,2426
contig_3420,2946
contig_3421,5005
contig_3422,3084
contig_3423,2983
contig_3424,5764
contig_3425,14721
contig_3426,17836
contig_3427,4698
contig_3428,5197
contig_3429,5711
contig_3430,1383
contig_3431,5629
contig_3432,6209
contig_3433,2266
contig_3435,6699
contig_3436,2754
contig_3437,34678
contig_3438,4366
contig_3439,11693
contig_3440,2638
contig_3441,7842
contig_3442,2637
contig_3443,2589
contig_3444,8348
contig_3445,2076
contig_3446,4872
contig_3447,10663
contig_3448,4081
contig_345,80400
contig_3450,7801
contig_3451,9082
contig_3452,6175
contig_3453,7493
contig_3454,3879
contig_3455,7587
contig_3456,3160
contig_3457,3332
contig_3458,9793
contig_346,8087
contig_3460,1820
contig_3461,4454
contig_3462,2806
contig_3463,3907
contig_3464,1438
contig_3465,25350
contig_3466,6125
contig_3467,4041
contig_3468,9214
contig_3469,891
contig_3470,2969
contig_3471,7169
contig_3472,5982
contig_3473,9789
contig_3474,7792
contig_3475,1009
contig_3476,3920
contig_3477,4052
contig_3478,6919
contig_3481,2750
contig_3483,5385
contig_3484,12925
contig_3485,5664
contig_3487,2401
contig_3488,5071
contig_3489,3784
contig_349,25629
contig_3490,1548
contig_3491,4223
contig_3492,3491
contig_3493,4538
contig_3494,3803
contig_3496,4092
contig_3497,2302
contig_3498,6954
contig_3499,3015
contig_35,11962
contig_350,57216
contig_3500,5733
contig_3501,9013
contig_3502,2239
contig_3503,3438
contig_3505,2403
contig_3506,5590
contig_3507,6209
contig_3508,5292
contig_3509,1207
contig_351,794
contig_3510,3869
contig_3511,2741
contig_3512,3857
contig_3513,3318
contig_3514,4399
contig_3515,2658
contig_3516,18292
contig_3517,3165
contig_3518,4000
contig_3519,22917
contig_352,19163
contig_3520,535
contig_3521,11305
contig_3522,7657
contig_3523,39658
contig_3524,18125
contig_3525,8269
contig_3529,2577
contig_353,3989
contig_3531,53330
contig_3533,5569
contig_3534,10247
contig_3535,3718
contig_3536,6493
contig_3537,15176
contig_3538,4538
contig_3539,35449
contig_354,76881
contig_3540,4944
contig_3541,655
contig_3542,657
contig_3548,650
contig_355,1629
contig_3551,19618
contig_3553,11709
contig_3554,7869
contig_3555,17159
contig_3558,2112
contig_3559,10484
contig_356,2782
contig_3560,8299
contig_3561,8246
contig_3562,15021
contig_3563,16178
contig_3564,7877
contig_3565,2023
contig_3566,3268
contig_3567,3392
contig_3568,18032
contig_357,31974
contig_3570,4351
contig_3571,19416
contig_3572,21837
contig_3573,12532
contig_3574,11499
contig_3575,10378
contig_3576,2357
contig_3577,502
contig_3578,8094
contig_3579,20999
contig_358,9024
contig_3580,10236
contig_3581,26791
contig_3582,9403
contig_3583,12851
contig_3584,6284
contig_3585,9614
contig_3586,10340
contig_3587,6441
contig_3588,4907
contig_3589,10639
contig_359,3682
contig_3590,8616
contig_3591,13640
contig_3592,4863
contig_3593,2104
contig_3594,2015
contig_3595,670
contig_3596,3826
contig_3597,2271
contig_3598,58818
contig_3599,12408
contig_36,8730
contig_360,3177
contig_3600,33753
contig_3602,2185
contig_3603,2367
contig_3604,532
contig_3605,3936
contig_3608,1520
contig_361,5837
contig_3610,2504
contig_3611,7536
contig_3612,11193
contig_3613,18499
contig_3614,24618
contig_3615,166459
contig_3616,4789
contig_3617,30973
contig_3618,28571
contig_3619,2599
contig_362,1079
contig_3625,11640
contig_3627,79668
contig_3628,5154
contig_3629,3208
contig_363,4964
contig_3630,8523
contig_3631,14693
contig_3632,13154
contig_3634,59681
contig_3635,41920
contig_3636,99521
contig_3637,18837
contig_3638,5152
contig_3639,15494
contig_3640,5258
contig_3641,2805
contig_3642,3360
contig_3643,4100
contig_3644,13172
contig_3645,273163
contig_3646,3734
contig_3647,3181
contig_3648,1461
contig_3649,5999
contig_365,35058
contig_3650,5466
contig_3651,4125
contig_3652,3286
contig_3653,5956
contig_3654,5978
contig_3655,3347
contig_3656,4476
contig_3657,5915
contig_3658,2018
contig_3659,11926
contig_3660,39360
contig_3662,3726
contig_3663,9396
contig_3664,5738
contig_3665,8263
contig_3666,4563
contig_3667,5157
contig_3668,5309
contig_3669,1491
contig_367,849
contig_3670,524
contig_3671,542
contig_3673,4535
contig_3674,15227
contig_3676,5315
contig_3677,14049
contig_3679,1308
contig_3680,1934
contig_3681,14634
contig_3682,6261
contig_3683,7152
contig_3684,26047
contig_3685,22250
contig_3686,2708
contig_3687,23899
contig_3688,3042
contig_3689,2915
contig_369,4117
contig_3690,2025
contig_3691,2374
contig_3692,2725
contig_3693,4378
contig_3694,17890
contig_3695,978
contig_3696,4525
contig_3698,898
contig_3699,7210
contig_37,13364
contig_3700,2160
contig_3701,1180
contig_3702,10170
contig_3703,3405
contig_3704,31411
contig_3705,637
contig_3707,712
contig_3708,21315
contig_3709,784
contig_371,8328
contig_3710,12809
contig_3711,7418
contig_3714,3922
contig_3715,1492
contig_3716,1729
contig_3717,2797
contig_3718,132640
contig_3719,16418
contig_3720,12566
contig_3721,9631
contig_3723,583
contig_3726,4983
contig_3727,2558
contig_3728,6254
contig_3729,346
contig_3732,3261
contig_3733,8612
contig_3734,2130
contig_3735,3112
contig_3736,2811
contig_3737,6369
contig_3738,1486
contig_3739,1607
contig_3740,2317
contig_3741,921
contig_3746,1990
contig_3747,605
contig_3748,600
contig_3749,658
contig_3750,604
contig_3751,603
contig_3752,706
contig_3753,4697
contig_3754,34819
contig_3755,46084
contig_3756,8395
contig_3757,8408
contig_3758,136835
contig_3759,42522
contig_3760,2142
contig_3762,9884
contig_3763,2258
contig_3764,2029
contig_3765,6379
contig_3766,2585
contig_3767,9005
contig_3768,11269
contig_3769,85570
contig_377,28
contig_3770,21927
contig_3771,20945
contig_3772,5445
contig_3773,5681
contig_3774,180313
contig_3775,9063
contig_3776,474416
contig_3777,24669
contig_3778,6761
contig_3779,5105
contig_378,978
contig_3780,4395
contig_3781,3524
contig_3782,10174
contig_3783,4196
contig_3784,10734
contig_3786,19643
contig_3787,8915
contig_3788,7502
contig_3789,1063
contig_3790,6926
contig_3791,1491
contig_3792,554
contig_3794,9603
contig_3795,3467
contig_3796,3532
contig_3799,773
contig_38,5740
contig_3800,2020
contig_3803,2776
contig_3804,5827
contig_3805,23286
contig_3806,32506
contig_3807,11860
contig_3809,9123
contig_3810,31248
contig_3811,12275
contig_3812,3576
contig_3813,15530
contig_3814,13509
contig_3815,9920
contig_3816,23923
contig_3817,5287
contig_3818,4027
contig_3819,6131
contig_3820,21438
contig_3822,8424
contig_3824,10508
contig_3825,12789
contig_3826,10302
contig_3827,9059
contig_3828,12635
contig_3829,14671
contig_383,506
contig_3830,15240
contig_3831,13123
contig_3832,3749
contig_3833,4406
contig_3834,3729
contig_3835,13753
contig_3837,8551
contig_3838,16707
contig_3839,18266
contig_384,536
contig_3840,103906
contig_3841,2233
contig_3842,2278
contig_3843,502
contig_3844,6365
contig_3845,4591
contig_3846,13792
contig_3847,12802
contig_3850,654
contig_3851,12706
contig_3853,758
contig_3854,29506
contig_3856,7038
contig_3862,571
contig_3863,5625
contig_3864,5141
contig_3865,1431
contig_3866,2077
contig_3869,2934
contig_387,1200
contig_3870,13961
contig_3871,17602
contig_3872,8220
contig_3874,10056
contig_3875,13411
contig_3876,5673
contig_3877,12110
contig_3878,6021
contig_3879,9917
contig_3880,3673
contig_3881,5490
contig_3882,4644
contig_3885,6227
contig_3886,8780
contig_3887,11202
contig_3888,9726
contig_3890,3424
contig_3891,4311
contig_3894,12860
contig_39,39009
contig_3900,9706
contig_3902,93940
contig_3903,634
contig_3904,11114
contig_3905,7518
contig_3906,13844
contig_3907,5463
contig_3908,6778
contig_3909,3403
contig_391,964
contig_3910,11397
contig_3911,2919
contig_3912,13564
contig_3913,9285
contig_3914,13658
contig_3915,12457
contig_3916,19303
contig_3917,2081
contig_3918,16220
contig_392,1097
contig_3920,3724
contig_3921,26441
contig_3922,19104
contig_3923,1686
contig_3924,514
contig_3925,2989
contig_3926,16446
contig_3927,5176
contig_3928,8123
contig_3929,8626
contig_393,28123
contig_3930,98551
contig_3931,3926
contig_3932,7109
contig_3933,3245
contig_3934,16135
contig_3935,4803
contig_3936,6810
contig_3937,67455
contig_3938,18383
contig_3939,31424
contig_3940,12440
contig_3941,9613
contig_3942,8376
contig_3943,24465
contig_3944,15537
contig_3945,10792
contig_3946,15292
contig_3947,10116
contig_3948,4130
contig_3949,6395
contig_3950,63510
contig_3952,1770
contig_3954,118639
contig_3955,7001
contig_3956,3594
contig_3957,5652
contig_3958,770
contig_3959,2459
contig_3960,11454
contig_3961,6831
contig_3962,12094
contig_3963,85288
contig_3964,2977
contig_3965,3723
contig_3966,10952
contig_3967,10646
contig_3968,5611
contig_3969,5926
contig_3970,7364
contig_3971,25136
contig_3972,5023
contig_3973,13661
contig_3974,25215
contig_3975,37787
contig_3976,3220
contig_3977,2569
contig_3978,13529
contig_3979,87308
contig_3980,33325
contig_3981,5903
contig_3982,4971
contig_3983,24375
contig_3984,19028
contig_3986,11342
contig_3987,7603
contig_3988,2889
contig_3989,2777
contig_3990,3798
contig_3991,5384
contig_3992,7568
contig_3993,11566
contig_3994,19959
contig_3995,3502
contig_3996,6753
contig_3997,6023
contig_3998,8284
contig_3999,5089
contig_40,9473
contig_4000,4820
contig_4001,51703
contig_4002,1700
contig_4003,2819
contig_4004,3917
contig_4005,533
contig_4006,5813
contig_4007,4651
contig_4008,3774
contig_4009,11867
contig_401,851
contig_4011,7720
contig_4014,8115
contig_4015,4824
contig_4016,1699
contig_4017,5685
contig_402,3487
contig_4022,2885
contig_4023,4633
contig_4025,25147
contig_4026,8989
contig_4027,29293
contig_4028,16484
contig_4029,2728
contig_4030,13796
contig_4031,10229
contig_4032,6189
contig_4033,19111
contig_4034,7540
contig_4035,4315
contig_4036,3181
contig_4037,23106
contig_4039,18703
contig_4040,28554
contig_4041,7342
contig_4043,28262
contig_4044,14664
contig_4045,18888
contig_4047,4275
contig_4048,23426
contig_405,1094
contig_4052,1537
contig_4053,8231
contig_4055,1164
contig_4056,2038
contig_4057,15359
contig_4058,23903
contig_4059,3386
contig_406,823
contig_4060,1232
contig_4061,90129
contig_4062,5374
contig_4063,55594
contig_4064,8103
contig_4065,14692
contig_4066,10643
contig_4067,3571
contig_4068,9602
contig_4069,78432
contig_4070,2606
contig_4071,3771
contig_4072,3224
contig_4073,2777
contig_4074,2981
contig_4075,1366
contig_4076,132785
contig_4077,2041
contig_4079,2519
contig_4080,3856
contig_4081,12280
contig_4082,7499
contig_4083,5134
contig_4084,4460
contig_4085,10424
contig_4086,9260
contig_4087,8490
contig_4088,9045
contig_4089,7482
contig_409,621
contig_4090,32631
contig_4091,10583
contig_4092,1743
contig_4093,5318
contig_4094,1148
contig_4095,10511
contig_4096,4986
contig_4097,3092
contig_4098,11466
contig_41,12013
contig_410,949
contig_4100,6193
contig_4101,5639
contig_4102,2581
contig_4103,2144
contig_4104,34423
contig_4108,2322
contig_4113,6242
contig_4115,19043
contig_4117,26818
contig_4119,10707
contig_412,1631
contig_4120,534
contig_4121,816
contig_4122,8625
contig_4123,2183
contig_4124,14132
contig_4125,5178
contig_4126,7942
contig_4128,5233
contig_4129,5684
contig_4130,11380
contig_4131,11701
contig_4132,4476
contig_4133,26086
contig_4134,29349
contig_4135,4849
contig_4136,8093
contig_4137,54762
contig_4139,630
contig_4141,11548
contig_4142,3439
contig_4143,549
contig_4144,21603
contig_4145,2736
contig_4146,1253
contig_4147,6507
contig_4148,520
contig_4149,3253
contig_4150,1607
contig_4151,3391
contig_4152,511
contig_4153,4545
contig_4154,2367
contig_4155,4116
contig_4156,7462
contig_4157,5645
contig_4158,12492
contig_4160,86146
contig_4161,5088
contig_4163,392538
contig_4164,4034
contig_4165,2072
contig_4166,5431
contig_4167,9465
contig_4168,3153
contig_4169,4375
contig_417,1311
contig_4170,2526
contig_4171,9035
contig_4172,15515
contig_4173,14094
contig_4174,4657
contig_4175,9489
contig_4176,31906
contig_4177,24447
contig_4178,9860
contig_4179,2448
contig_418,1228
contig_4180,4305
contig_4181,2652
contig_4182,5649
contig_4183,7649
contig_4184,16157
contig_4185,16207
contig_4186,17267
contig_4187,9411
contig_4191,3311
contig_4192,1533
contig_4193,4861
contig_4194,64187
contig_4195,38295
contig_4197,8307
contig_4198,21041
contig_4199,22316
contig_42,81012
contig_420,710
contig_4200,10037
contig_4201,21238
contig_4202,2904
contig_4203,585
contig_4204,2125
contig_4205,15660
contig_4206,38424
contig_4207,1594
contig_4208,1493
contig_4209,38525
contig_4210,7318
contig_4211,790
contig_4212,2771
contig_4213,739
contig_4214,1731
contig_4215,3288
contig_4216,2569
contig_4217,1289
contig_4218,1221
contig_422,845
contig_4220,6720
contig_4221,7369
contig_4222,13165
contig_4223,13614
contig_4224,10918
contig_4225,30647
contig_4226,7848
contig_4228,3549
contig_4229,11611
contig_4230,8405
contig_4231,5811
contig_4232,2723
contig_4233,44729
contig_4234,2751
contig_4235,31275
contig_4236,6209
contig_4238,1197
contig_4239,5527
contig_424,641
contig_4240,193536
contig_4241,3082
contig_4242,2846
contig_4243,21529
contig_4244,46142
contig_4245,2469
contig_4246,5880
contig_4247,14955
contig_4248,4577
contig_4249,33257
contig_4250,41542
contig_4251,1521
contig_4252,1215
contig_4253,16460
contig_4254,3949
contig_4255,30588
contig_4256,4670
contig_4257,2547
contig_4258,4779
contig_4259,16039
contig_4260,86034
contig_4261,11056
contig_4262,1295
contig_4263,21645
contig_4264,9004
contig_4265,4986
contig_4266,35669
contig_4267,7130
contig_4268,8448
contig_4269,17956
contig_4270,4016
contig_4271,5721
contig_4272,14725
contig_4273,33787
contig_4274,123673
contig_4275,2756
contig_4276,6563
contig_4277,14940
contig_4278,4353
contig_4280,3879
contig_4281,546
contig_4282,1880
contig_4283,545
contig_4284,1193
contig_4285,643
contig_4286,386
contig_4287,588
contig_4288,8769
contig_4289,970
contig_4290,2975
contig_4291,6163
contig_4292,11878
contig_4293,2727
contig_4294,1474
contig_4295,13600
contig_4297,9184
contig_4298,22050
contig_4299,2602
contig_43,5537
contig_4300,6191
contig_4301,9364
contig_4302,14416
contig_4303,17700
contig_4304,9132
contig_4305,6106
contig_4306,8309
contig_4307,2988
contig_431,523
contig_4317,30105
contig_4318,4640
contig_4319,4626
contig_432,786
contig_4321,14222
contig_4322,10600
contig_4324,1899
contig_4326,24971
contig_4327,1913
contig_4328,5698
contig_4329,4905
contig_433,84
contig_4330,2414
contig_4331,11147
contig_4332,12315
contig_4333,6037
contig_4334,13251
contig_4335,3980
contig_4336,3828
contig_4337,1647
contig_4338,1427
contig_4339,2801
contig_434,1299
contig_4340,36750
contig_4341,2074
contig_4342,4481
contig_4343,4655
contig_4345,27625
contig_4346,172096
contig_4347,16796
contig_4348,15897
contig_4349,520
contig_4350,15642
contig_4351,10748
contig_4352,12800
contig_4353,1942
contig_4354,9121
contig_4356,11420
contig_4357,12178
contig_4358,41313
contig_4359,11208
contig_4360,4238
contig_4361,8004
contig_4362,463
contig_4363,13849
contig_4364,2055
contig_4367,21759
contig_4368,5112
contig_4369,95546
contig_437,522
contig_4370,5053
contig_4371,5046
contig_4372,4450
contig_4373,3781
contig_4374,6701
contig_4375,6804
contig_4376,1881
contig_4377,11320
contig_4378,3175
contig_4379,3192
contig_438,715
contig_4381,7093
contig_4382,621
contig_4387,650
contig_4388,1245
contig_4389,4506
contig_439,1049
contig_4390,4655
contig_4391,4185
contig_4392,6416
contig_4393,4955
contig_4395,4987
contig_4397,12267
contig_4398,4647
contig_44,5088
contig_440,746
contig_4401,19452
contig_4405,79394
contig_4406,3702
contig_4407,507
contig_4408,21747
contig_441,553
contig_4410,20741
contig_4411,16163
contig_4412,20389
contig_4416,22853
contig_4417,2976
contig_4418,20696
contig_4419,137406
contig_442,707
contig_4420,3018
contig_4421,60843
contig_4422,1844
contig_4423,7056
contig_4424,2275
contig_4425,35629
contig_4426,5299
contig_4427,5437
contig_4428,6366
contig_4429,934
contig_443,586
contig_4430,759
contig_4431,1927
contig_4433,20051
contig_4435,5233
contig_4436,12963
contig_4438,3555
contig_4439,38572
contig_444,693
contig_4440,10963
contig_4441,31876
contig_4442,2549
contig_4443,2794
contig_4444,3605
contig_4445,4929
contig_4446,4452
contig_4447,1937
contig_4448,4716
contig_4449,23385
contig_445,712
contig_4451,4174
contig_4452,5552
contig_4453,12579
contig_4454,3844
contig_4455,8151
contig_4456,2980
contig_4457,59477
contig_4458,3075
contig_4459,4998
contig_446,625
contig_4460,3420
contig_4461,4173
contig_4462,16909
contig_4463,364986
contig_4464,1742
contig_4465,33022
contig_4466,5611
contig_4467,34681
contig_4468,13661
contig_4469,2567
contig_4473,23006
contig_4474,3633
contig_4475,7424
contig_4476,913
contig_4477,16469
contig_4478,7704
contig_4479,2630
contig_4480,1947
contig_4481,2136
contig_4483,1559
contig_4484,1493
contig_4485,2509
contig_4486,581
contig_4487,2593
contig_4488,3713
contig_4489,11276
contig_4490,17710
contig_4491,15568
contig_4492,24026
contig_4493,7340
contig_4494,21659
contig_4495,6883
contig_4496,20963
contig_4497,4211
contig_4498,3836
contig_4499,11854
contig_45,11697
contig_450,1074
contig_4500,85370
contig_4501,5156
contig_4502,7353
contig_4503,18295
contig_4504,10111
contig_4505,24189
contig_4506,149282
contig_4508,7077
contig_4509,1803
contig_4510,34127
contig_4511,24196
contig_4512,54244
contig_4513,8496
contig_4514,19752
contig_4515,4954
contig_4516,13009
contig_4517,13542
contig_4518,10480
contig_4519,10096
contig_4520,4793
contig_4521,3605
contig_4522,6028
contig_4523,12617
contig_4524,15978
contig_4525,1049
contig_4526,22072
contig_4527,712
contig_4528,960
contig_4529,7454
contig_453,1057
contig_4531,2543
contig_4532,2928
contig_4533,2063
contig_4534,3101
contig_4535,2501
contig_4536,12476
contig_4537,22695
contig_4538,22789
contig_4539,12745
contig_4540,11315
contig_4541,3411
contig_4542,2779
contig_4543,15729
contig_4547,613
contig_4548,10399
contig_4549,3801
contig_455,935
contig_4553,582
contig_4555,9944
contig_4556,2744
contig_4558,12039
contig_4559,3105
contig_456,545
contig_4560,296668
contig_4561,17685
contig_4562,32565
contig_4563,38803
contig_4564,1436
contig_4565,9215
contig_4566,5135
contig_4568,7507
contig_4569,6342
contig_4571,15910
contig_4572,8111
contig_4573,4038
contig_4574,22444
contig_4575,61778
contig_4576,1940
contig_4577,10630
contig_4578,3732
contig_4579,1357
contig_4581,23977
contig_4582,1707
contig_4583,20504
contig_4584,10437
contig_4585,3076
contig_4586,8865
contig_4587,15088
contig_4588,17085
contig_4589,3181
contig_4590,8180
contig_4591,2886
contig_4592,10437
contig_4593,104828
contig_4594,2278
contig_4595,5361
contig_4596,8486
contig_4597,168233
contig_4598,986
contig_4599,2307
contig_46,81173
contig_460,578
contig_4600,780
contig_4601,6471
contig_4602,8378
contig_4603,710
contig_4604,839
contig_4605,2353
contig_4606,41708
contig_4607,18909
contig_4608,4674
contig_4610,10548
contig_4611,8149
contig_4612,3204
contig_4613,6251
contig_4614,14611
contig_4615,6815
contig_4616,26596
contig_4617,5046
contig_4618,68438
contig_4619,83753
contig_462,27
contig_4620,5987
contig_4621,1938
contig_4622,4990
contig_4623,27078
contig_4624,8432
contig_4625,4796
contig_4626,6885
contig_4627,44773
contig_4628,10222
contig_4629,8667
contig_463,1268
contig_4630,3707
contig_4631,5137
contig_4632,23763
contig_4635,15589
contig_4636,8927
contig_4637,56502
contig_464,498
contig_4640,15323
contig_4641,10662
contig_4642,12711
contig_4643,6827
contig_4644,1639
contig_4645,3931
contig_4646,3696
contig_4648,1485
contig_4649,21689
contig_465,521
contig_4650,1048
contig_4651,2559
contig_4652,5355
contig_4658,4120
contig_4659,1982
contig_466,545
contig_4660,1139
contig_4661,11618
contig_4662,8046
contig_4663,78275
contig_4664,16212
contig_4665,3866
contig_4666,7826
contig_4667,525
contig_4668,743
contig_4669,834
contig_4670,554
contig_4671,1310
contig_4672,44184
contig_4673,226568
contig_4674,7820
contig_4675,82208
contig_4676,1041
contig_4679,21291
contig_4680,3057
contig_4681,982
contig_4682,9239
contig_4683,2405
contig_4684,513
contig_4685,9313
contig_4687,6164
contig_4688,1690
contig_469,514
contig_4690,6252
contig_4691,18531
contig_4692,5821
contig_4693,1472
contig_4694,18560
contig_4695,34858
contig_4696,3683
contig_4697,7668
contig_4698,14466
contig_4699,1237
contig_47,6108
contig_4700,23999
contig_4701,16399
contig_4702,5778
contig_4703,8265
contig_4704,4848
contig_4705,2873
contig_4706,3113
contig_4707,3781
contig_4708,5924
contig_4709,3254
contig_471,950
contig_4710,2245
contig_4711,1582
contig_4714,26875
contig_4716,11137
contig_4717,17368
contig_4718,8644
contig_4719,9426
contig_4720,2530
contig_4721,29831
contig_4726,626
contig_4727,958
contig_4728,24333
contig_473,625
contig_4730,2966
contig_4731,1009
contig_4732,1753
contig_4733,1291
contig_4734,884
contig_4735,6181
contig_4736,1706
contig_4738,13803
contig_4739,12902
contig_4740,13491
contig_4741,24031
contig_4742,1506
contig_4743,1338
contig_4744,1968
contig_4745,14816
contig_4746,1413
contig_4747,18036
contig_4748,2250
contig_4749,3202
contig_475,651
contig_4750,9530
contig_4751,10889
contig_4752,12969
contig_4753,4328
contig_4754,6646
contig_4755,4324
contig_4756,4039
contig_4757,10364
contig_4758,2084
contig_4759,9100
contig_476,632
contig_4760,5064
contig_4761,4914
contig_4762,5128
contig_4763,1858
contig_4764,2712
contig_4765,16471
contig_4768,3441
contig_477,875
contig_4772,13423
contig_4774,523
contig_4775,521
contig_4776,712
contig_4777,648
contig_4778,431755
contig_478,529
contig_4780,3790
contig_4781,4778
contig_4783,7663
contig_4784,9788
contig_4785,571
contig_4786,8500
contig_4787,8409
contig_4788,1529
contig_4789,511
contig_4790,25712
contig_4791,13578
contig_4792,9395
contig_4793,15983
contig_4794,12727
contig_4795,5480
contig_4797,21758
contig_4798,846
contig_4799,1135
contig_48,3641
contig_480,548
contig_4800,1798
contig_4801,538
contig_4802,1280
contig_4803,17370
contig_4804,3529
contig_4805,5997
contig_4806,95390
contig_4807,16947
contig_4808,2249
contig_4811,11316
contig_4812,40875
contig_4813,12963
contig_4814,48930
contig_4815,2405
contig_4816,16655
contig_4817,2009
contig_4818,8555
contig_4819,2375
contig_482,741
contig_4820,11031
contig_4823,77527
contig_4824,15086
contig_4825,9566
contig_4828,1870
contig_4829,3393
contig_4830,15901
contig_4831,13775
contig_4832,46276
contig_4833,11031
contig_4835,2742
contig_4836,12541
contig_4837,49930
contig_4838,2762
contig_4839,4377
contig_484,511
contig_4840,14741
contig_4841,2123
contig_4842,12890
contig_4843,27744
contig_4844,5717
contig_4845,6241
contig_4846,2263
contig_4847,5261
contig_4848,30773
contig_4849,1195
contig_4850,12279
contig_4851,971
contig_4852,3185
contig_4853,2835
contig_4854,4132
contig_4855,2604
contig_4856,1250
contig_4857,1911
contig_4858,2355
contig_4859,156334
contig_486,981
contig_4860,3581
contig_4861,4246
contig_4862,13808
contig_4863,3680
contig_4864,572
contig_4866,71745
contig_4867,24066
contig_4869,7219
contig_487,1233
contig_4870,6649
contig_4877,4595
contig_4878,6736
contig_4879,28832
contig_488,1969
contig_4880,9435
contig_4881,10894
contig_4882,8726
contig_4883,7847
contig_4884,12188
contig_4885,6899
contig_4886,11842
contig_4887,52489
contig_4888,19774
contig_4889,47549
contig_4890,5392
contig_4891,10722
contig_4892,4977
contig_4893,5201
contig_4894,5602
contig_4895,89781
contig_4896,77753
contig_4897,26095
contig_4898,7343
contig_4899,33125
contig_49,6156
contig_490,1802
contig_4900,3566
contig_4901,652
contig_4902,36768
contig_4903,22379
contig_4904,51233
contig_4905,50492
contig_4906,13830
contig_4907,1409
contig_4908,8049
contig_4909,1312
contig_491,1925
contig_4910,5369
contig_4911,7964
contig_4912,6355
contig_4913,8639
contig_4914,68819
contig_4915,3679
contig_4916,7533
contig_4917,4907
contig_4918,14054
contig_4919,6395
contig_492,1042
contig_4920,9501
contig_4921,54453
contig_4922,2915
contig_4923,6931
contig_4924,9428
contig_4925,4555
contig_4926,914
contig_4927,2038
contig_4928,6814
contig_493,518
contig_4930,5021
contig_4932,9604
contig_4933,2317
contig_4934,6818
contig_4936,4725
contig_4937,4144
contig_4938,4074
contig_4939,9062
contig_4940,34552
contig_4941,10977
contig_4942,2171
contig_4943,8901
contig_4944,4636
contig_4945,3878
contig_4946,18054
contig_4947,12755
contig_4948,9395
contig_4949,3977
contig_4950,6512
contig_4951,11143
contig_4952,12534
contig_4953,15127
contig_4956,14640
contig_4957,16793
contig_4958,22770
contig_4959,2110
contig_496,505
contig_4961,22258
contig_4962,12354
contig_4963,13383
contig_4964,1227
contig_4965,4669
contig_4967,5781
contig_4968,6589
contig_4969,2339
contig_497,801
contig_4970,4839
